"Index Name","Event Date","Scrip Name","Description"
"S&P CNX 500 Equity Index","23/04/2002","Indraprastha Medical Corporation Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","23/04/2002","Jagsonpal Pharmaceuticals Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","23/04/2002","Jubilant Life Sciences Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","23/04/2002","Lakshmi Auto Components Ltd.- Delisted","Inclusion into Index"
"S&P CNX 500 Equity Index","23/04/2002","Lakshmi Vilas Bank Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","23/04/2002","Malwa Cotton Spinning Mills Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","23/04/2002","Mid-Day Multimedia Ltd","Inclusion into Index"
"S&P CNX 500 Equity Index","23/04/2002","Oudh Sugar Mills Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","23/04/2002","PHIL Corporation Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","23/04/2002","RPG Transmission Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","23/04/2002","SIV Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","23/04/2002","Schenectady Beck India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","23/04/2002","Smartlink Network Systems Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","23/04/2002","Subros Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","23/04/2002","Taj GVK Hotels & Resorts Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","23/04/2002","Timex Watches Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","23/04/2002","United Western Bank Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","23/04/2002","Vijaya Bank","Inclusion into Index"
"S&P CNX 500 Equity Index","23/04/2002","Windsor Machines Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","14/05/2002","Pritish Nandy Communications Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","14/05/2002","Sterlite Industries (India) Ltd. -Sus","Exclusion from Index"
"S&P CNX 500 Equity Index","21/05/2002","Hoganas India Ltd.- Sus","Exclusion from Index"
"S&P CNX 500 Equity Index","21/05/2002","Onward Technologies Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","06/06/2002","Oil & Natural Gas Corporation Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","06/06/2002","Tata SSL Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","09/07/2002","Alok Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","09/07/2002","Assam Company India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","09/07/2002","Balmer Lawrie & Co. Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","09/07/2002","Bhushan Steel Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","09/07/2002","Cabot India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","09/07/2002","Indian Oil Corporation Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","09/07/2002","Information Technologies India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","09/07/2002","Krebs Biochemicals Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","09/07/2002","Punjab Anand Lamp Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","09/07/2002","Rain Commodities  Ltd","Inclusion into Index"
"S&P CNX 500 Equity Index","09/07/2002","Shanthi Gears Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","09/07/2002","VLS Finance Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","09/07/2002","Warren Tea Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","09/07/2002","West Coast Paper Mills Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","18/07/2002","Godrej Industries Ltd.-Old","Exclusion from Index"
"S&P CNX 500 Equity Index","18/07/2002","Tata Coffee Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","13/08/2002","NELCO Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","13/08/2002","United Breweries Ltd.-Old","Exclusion from Index"
"S&P CNX 500 Equity Index","20/08/2002","Sandvik Asia Ltd. - Delisted","Exclusion from Index"
"S&P CNX 500 Equity Index","20/08/2002","Venky's (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","AXIS IT&T Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Agee Gold Refineries","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Agro Dutch Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Andhra Sugars Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Areva T&D India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Asahi India Glass Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Automotive Axles Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","BSL Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Bannari Amman Sugars Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Bharat Hotels Ltd. - Delisted","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Bhushan Steel Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Binani Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Cadbury India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Chettinad Cement Corporation Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Compudyne Winfosystems Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Coromandel International Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Daewoo Motors India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Deepak Fertilisers & Petrochemicals Corp. Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Dena Bank","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Elder Pharmaceuticals Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","First Leasing Co. of India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Forbes Gokak Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Fulford (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","GKN Driveshafts Ltd. -Delisted","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Gammon India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Garware-Wall Ropes Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Godavari Fertilisers & Chemicals Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Goodricke Group Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Goodyear India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Graphite India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Greaves Cotton Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Gulf Oil India Ltd.-Old","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Heritage Foods (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Hindustan Powerplus Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","IVRCL Infrastructures & Projects Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","India Glycols Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","India Nippon Electricals Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Insilco Ltd. - Sus","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","International Travel House Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Ion Exchange (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","JK Tyre & Industries Ltd..","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Jindal Photo Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Jubilant Life Sciences Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","KDL Biotech Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","KPIT Cummins Infosystem Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Kinetic Engineering Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Lupin Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","MRO-TEK Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Madras Fertilizers Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Manali Petrochemical Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Melstar Information Technologies Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Munjal Showa Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","NRB Bearings Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","PSL Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Panasonic AVC Networks India Co. Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Paper Products Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Philips India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Pricol Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Prism Cement Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Reliance Petroleum Ltd.- Merge","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","S. Kumars Nationwide Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","S.B.& T. International Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","SREI Infrastructure Finance Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Siltap Chemicals Ltd.- Merged","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Sintex Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Sirpur Paper Mills Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Soundcraft Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Su-Raj Diamonds & Jewellery Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Sundaram Brake Linings Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Surya Roshni Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Tamilnadu Telecommunications Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Tata Sponge Iron Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Thirumalai Chemicals Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Timken India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","United Spirits Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Usha (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Vardhman Holdings Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Vardhman Polytex Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Vardhman Textiles Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Varun Shipping Co. Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Vision Organics Ltd","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Wellwin Industry Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Wheels India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Widia (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/09/2002","Zenith Computer Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/09/2002","Zodiac Clothing Co. Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","11/10/2002","Denso India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","11/10/2002","HMT Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","11/10/2002","Infar (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","11/10/2002","Kakatiya Cement Sugar & Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","11/11/2002","CFL Capital Financial Services Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","11/11/2002","Godrej Consumer Products Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","11/11/2002","KCP Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","11/11/2002","Modi Rubber Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","11/11/2002","Panasonic AVC Networks India Co. Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","11/11/2002","Patspin India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","21/01/2003","JK Lakshmi Cement Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","21/01/2003","Munjal Showa Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","21/01/2003","Padmini Technologies Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","21/01/2003","Prism Cement Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","21/01/2003","Thirumalai Chemicals Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","21/01/2003","Vardhman Textiles Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/02/2003","Kinetic Motor Co. Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/02/2003","MPS Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","05/03/2003","Indo Gulf Corporation Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","05/03/2003","Rico Auto Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","06/03/2003","Parke-Davis (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","06/03/2003","Vardhman Holdings Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","17/03/2003","Bharti Airtel Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","17/03/2003","Oracle Financial Services Software Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","17/03/2003","Roofit Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","17/03/2003","Sun Earth Ceramics Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27/03/2003","Punjab National Bank","Inclusion into Index"
"S&P CNX 500 Equity Index","27/03/2003","Reckitt Benckiser (India) Ltd","Exclusion from Index"
"S&P CNX 500 Equity Index","01/04/2003","Abbott India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","01/04/2003","Abhishek Industries Ltd","Inclusion into Index"
"S&P CNX 500 Equity Index","01/04/2003","Atlas Copco (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","01/04/2003","Bannari Amman Sugars Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","01/04/2003","Burroughs Wellcome (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","01/04/2003","Carrier Aircon Ltd. ","Exclusion from Index"
"S&P CNX 500 Equity Index","01/04/2003","Deepak Fertilisers & Petrochemicals Corp. Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","01/04/2003","Fertilisers and Chemicals Travancore Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","01/04/2003","Godavari Fertilisers & Chemicals Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","01/04/2003","Henkel SPIC India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","01/04/2003","Hexaware Technologies Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","01/04/2003","Hikal Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","01/04/2003","Hindustan Zinc Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","01/04/2003","Jindal Photo Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","01/04/2003","KRONE Communications Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","01/04/2003","Pantaloon Retail (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","01/04/2003","Paper Products Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","01/04/2003","Procter & Gamble Hygiene & Health Care Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","01/04/2003","Punjab Communications Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","01/04/2003","Rayban Sun Optics India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","01/04/2003","Tata Infotech Ltd.-Merged","Exclusion from Index"
"S&P CNX 500 Equity Index","01/04/2003","Union Bank of India","Inclusion into Index"
"S&P CNX 500 Equity Index","07/04/2003","Bayer Cropscience Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","07/04/2003","Central India Polyesters Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","07/04/2003","Ciba Speciality Chemicals (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","07/04/2003","Jain Irrigation Systems Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","07/04/2003","Kodak India Ltd. - Delisted","Exclusion from Index"
"S&P CNX 500 Equity Index","07/04/2003","Search Chem. Industries Ltd. - Sus","Inclusion into Index"
"S&P CNX 500 Equity Index","07/04/2003","Silverline Technologies Ltd. -Sus","Exclusion from Index"
"S&P CNX 500 Equity Index","07/04/2003","Tata Sponge Iron Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/04/2003","Jindal Iron & Steel Co. Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/04/2003","Madura Coats Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","02/05/2003","Aptech Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","02/05/2003","Castrol (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","02/05/2003","Gujarat Ambuja Exports Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","02/05/2003","Novartis India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","02/05/2003","OTIS Elevator Company (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","02/05/2003","Praj Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","02/05/2003","Today's Writing Products Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","02/05/2003","Wartsila India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","23/05/2003","Indo Rama Synthetics (India) Ltd. - Old","Exclusion from Index"
"S&P CNX 500 Equity Index","23/05/2003","Vardhman Polytex Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","17/06/2003","Bharat Hotels Ltd. - Delisted","Exclusion from Index"
"S&P CNX 500 Equity Index","17/06/2003","Canara Bank","Inclusion into Index"
"S&P CNX 500 Equity Index","04/08/2003","Jindal Poly Films Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","04/08/2003","Nestle India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","11/08/2003","Allahabad Bank","Inclusion into Index"
"S&P CNX 500 Equity Index","11/08/2003","Whirlpool of India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","05/09/2003","German Remedies Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","05/09/2003","Shriram Transport Finance Co. Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","09/09/2003","Jindal Strips Ltd.- Merged","Exclusion from Index"
"S&P CNX 500 Equity Index","09/09/2003","Jubilant Life Sciences Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","11/09/2003","Regency Ceramics Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","11/09/2003","TVS Electronics Ltd. - Merge","Exclusion from Index"
"S&P CNX 500 Equity Index","29/09/2003","Bajaj Hindusthan Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","29/09/2003","Excel Industries Ltd.- Arrangement","Exclusion from Index"
"S&P CNX 500 Equity Index","01/10/2003","Siltap Chemicals Ltd.- Merged","Exclusion from Index"
"S&P CNX 500 Equity Index","01/10/2003","Visaka Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/11/2003","Amtek Auto Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/11/2003","Standard Industries Ltd.- Delisted","Exclusion from Index"
"S&P CNX 500 Equity Index","21/11/2003","Bayer Cropscience India Ltd. -Erstwhile","Exclusion from Index"
"S&P CNX 500 Equity Index","21/11/2003","Divi's Laboratories Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","05/12/2003","Omax Autos Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","05/12/2003","Search Chem. Industries Ltd. - Sus","Exclusion from Index"
"S&P CNX 500 Equity Index","05/12/2003","State Trading Corporation of India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","05/12/2003","United Phosphorous Ltd. -Sus","Exclusion from Index"
"S&P CNX 500 Equity Index","11/12/2003","Indian Aluminium Co. Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","11/12/2003","Indo Gulf Fertilisers Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","02/01/2004","Mukand Ltd.- Old","Exclusion from Index"
"S&P CNX 500 Equity Index","02/01/2004","SML Isuzu Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28/01/2004","Centurion Bank Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28/01/2004","JSW Steel Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","01/03/2004","Bank of Rajasthan Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","01/03/2004","Maruti Suzuki India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","15/03/2004","Automotive Axles Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","15/03/2004","Balaji Distilleries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","15/03/2004","Godrej Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","15/03/2004","Indo Rama Synthetics Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","15/03/2004","Nava Bharat Ventures Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","15/03/2004","Oswal Chemicals & Fertilizers Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","15/03/2004","PSI Data Systems Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","15/03/2004","Rain Commodities  Ltd","Exclusion from Index"
"S&P CNX 500 Equity Index","22/03/2004","Jaiprakash Industries Ltd.- Suspended","Exclusion from Index"
"S&P CNX 500 Equity Index","22/03/2004","Rane Engine Valves Ltd. -old","Inclusion into Index"
"S&P CNX 500 Equity Index","12/04/2004","Digital Globalsoft Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","12/04/2004","Munjal Auto Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","16/04/2004","Lakshmi Auto Components Ltd.- Delisted","Exclusion from Index"
"S&P CNX 500 Equity Index","16/04/2004","Rane Brake Linings Ltd. -old","Inclusion into Index"
"S&P CNX 500 Equity Index","24/05/2004","Larsen & Toubro Ltd.-Sus","Exclusion from Index"
"S&P CNX 500 Equity Index","24/05/2004","UCO Bank","Inclusion into Index"
"S&P CNX 500 Equity Index","14/06/2004","Hind Lever Chemicals Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","14/06/2004","Welspun Corp Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","09/07/2004","Ashok Leyland Finance Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","09/07/2004","Bhushan Steel Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","09/07/2004","NIIT Ltd.-Sus","Exclusion from Index"
"S&P CNX 500 Equity Index","09/07/2004","Welspun India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/08/2004","Dredging Corporation of India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/08/2004","Global Trust Bank Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","30/08/2004","Eicher Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","30/08/2004","United Phosphorus Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","18/11/2004","Compudyne Winfosystems Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","18/11/2004","Larsen & Toubro Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","AXIS IT&T Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","Atcom Technologies Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","BPL Engineering Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","Biocon Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","Dishman Pharmaceuticals & Chemicals Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","HeidelbergCement India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","IFCI Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","ITD Cementation India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","ITI Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","Indraprastha Gas Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","Jaiprakash Associates Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","LG Balakrishnan & Bros Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","LML Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","Madras Fertilizers Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","Matrix Laboratories Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","Monnet Ispat Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","NDTV Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","NOCIL Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","Nagarjuna Construction Co. Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","Parekh Platinum Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","Patni Computer Systems Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","Peninsula Land Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","Petronet LNG Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","Procter & Gamble Hygiene & Health Care Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","R. S. Software (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","RPG Cables Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","Rama Newsprint & Papers Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","Snowcem India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","Sona Koyo Steering Systems Ltd.","Inclusion into Index"
